num_keys,load_factor,insert_1,find_1_100,find_1_50,find_1_0,insert_8,find_8_100,find_8_50,find_8_0,insert_16,find_16_100,find_16_50,find_16_0,insert_32,find_32_100,find_32_50,find_32_0,
1000000,0.8,668.122,2392.58,2019.46,1623.95,1199.56,3026.37,2436.65,2048.82,1325.69,2908.92,2431.6,2124.62,1208.07,2179.74,1989.56,1866.56,
6000000,0.8,451.4,1330.29,1115.33,875.07,846.89,2130.38,1783.93,1499.08,898.859,2100.73,1875.06,1632.31,869.816,1568.31,1485.81,1372.04,
11000000,0.8,445.873,1253.88,1059.27,845.088,821.997,2063.46,1721.63,1444.55,860.771,2062.29,1788.1,1577.45,848.094,1510.03,1438.54,1355.21,
16000000,0.8,439.17,1252.13,1043.74,821.81,808.421,2031.7,1688.85,1436.06,851.609,2029.78,1753.5,1570.62,836.6,1514.77,1405.12,1327.87,
21000000,0.8,438.527,1236.36,1037.29,816.227,809.014,2036.28,1683.79,1424.98,848.943,2014.15,1747.23,1545.71,832.129,1502.25,1401.07,1314.06,
26000000,0.8,438.618,1231.05,1033.21,810.997,806.741,2021.49,1668.38,1415.81,844.263,2000.4,1735.86,1539.43,827.441,1494.4,1394.18,1310.66,
31000000,0.8,438.136,1227.26,1031.61,809.43,804.163,2012.67,1667.01,1410.47,841.997,1994.65,1727.68,1535.7,824.755,1493.6,1401.44,1309.79,
36000000,0.8,437.525,1222.98,1028.41,806.79,804.748,2012.83,1667.78,1411.23,840.446,1993.45,1723.99,1537.76,824.045,1483.51,1386.5,1307.33,
41000000,0.8,435.976,1221.06,1025.61,805.578,801.821,2010.87,1660.63,1405.73,836.9,1993.3,1720.98,1531.64,823.373,1487.34,1386.78,1303.8,
46000000,0.8,436.296,1220.68,1023.84,803.428,801.943,2003.59,1660.98,1403.1,838.717,1986.98,1720.32,1532.53,804.424,1465.36,1357.67,1257.14,
51000000,0.8,435.63,1216.9,1019.64,803.932,791.177,1988.88,1631.77,1372.11,824.85,1977.38,1705.43,1515.52,821.909,1484.62,1382.2,1301.86,
56000000,0.8,430.899,1195.9,1010.76,794.709,800.281,2008.02,1659.93,1403.68,837.434,1977.32,1717.15,1525.72,820.222,1481.3,1384.02,1303.76,
61000000,0.8,435.843,1213.81,1021.41,802.207,799.302,1996.47,1652.37,1397.97,835.117,1978.95,1716.01,1528.01,821.312,1479.36,1383.83,1302.01,
66000000,0.8,428.212,1213.05,1018.12,788.932,799.506,2000.25,1655.69,1403,836.075,1979.96,1718.92,1524.15,820.601,1480.71,1380.89,1299.62,
71000000,0.8,433.415,1207.58,1008.16,792.011,790.473,1996.41,1654.68,1400.75,835.29,1980.27,1714.88,1525.25,820.105,1478.54,1380.32,1301.76,
76000000,0.8,436.061,1214.23,1020.81,801.704,785.004,1969.18,1634.28,1374.37,834.916,1979.5,1713.84,1523.23,820.84,1479.98,1381.58,1299.97,
81000000,0.8,436.469,1202.24,1006.23,788.758,798.777,1993.33,1657.44,1405.39,834.465,1976.69,1715.88,1525.14,820.285,1479.59,1381.16,1302.77,
86000000,0.8,436.132,1213.6,1019.71,801.553,798.526,1997.51,1650.72,1401.97,822.904,1931.53,1690.6,1497.84,819.71,1479.86,1382.19,1301.6,
91000000,0.8,432.44,1203.06,1009.48,798.137,799.056,1996.02,1653.49,1399.7,833.756,1973.29,1715.57,1525.45,812.733,1456.99,1363.94,1279.61,
96000000,0.8,436.684,1213.07,1019.64,800.693,786.043,1963.46,1641.37,1383.05,834.54,1975.97,1716.66,1524.14,819.626,1477.63,1381.11,1302.21,
