num_keys,load_factor,insert_16,find_16_100,find_16_50,find_16_0,insert_32,find_32_100,find_32_50,find_32_0,
1000000,0.8,2533.24,3981.09,3724.49,3512.81,1721.47,3279.26,2738.54,2387.1,
6000000,0.8,3502.15,5739.98,5312.22,4969.78,2273.16,4475.2,3781.95,3287.72,
11000000,0.8,3822.38,6535.37,5884.2,5379.43,2273.47,4382.78,3681.86,3192.14,
16000000,0.8,3627.04,6329.75,5622.73,5085.6,2165.73,4144.78,3457.7,2975.51,
21000000,0.8,3532.22,6227.13,5482.2,4924.91,2115.87,4029.91,3343.96,2867.54,
26000000,0.8,3447.6,6131.52,5369.25,4807.28,2060.69,3932.51,3257.63,2789.72,
31000000,0.8,3426.03,6136.8,5349.61,4761.47,2037.53,3891.44,3214.73,2744.62,
36000000,0.8,3393.18,6109.14,5300.76,4707.46,2021.42,3855.11,3182.02,2712.21,
41000000,0.8,3367.9,6073.89,5265.94,4671.4,2009.6,3831.71,3156.96,2686.09,
46000000,0.8,3334.49,6020.89,5225.78,4631.6,1995.31,3809.52,3133.92,2665.21,
51000000,0.8,3277.71,6022.77,5208.77,4609.54,1987.71,3791.35,3116.75,2649.16,
56000000,0.8,3310.6,6011.46,5194.63,4589.84,1980.49,3779.08,3103.72,2636.19,
61000000,0.8,3299,6003.38,5178.09,4571.78,1974.21,3768.41,3091.46,2623.63,
66000000,0.8,3299.87,6007.15,5175.38,4556.67,1969.33,3761.51,3081.89,2613.51,
71000000,0.8,3282.56,5989.58,5156.93,4543.04,1967.73,3751.48,3071.79,2605.39,
76000000,0.8,3278.8,5992.44,5152.76,4534.69,1959,3741.45,3062.25,2597.92,
81000000,0.8,3272.17,5993.22,5143.41,4523.29,1960.66,3738.44,3056.56,2591.63,
86000000,0.8,3267.37,5982.94,5136.03,4515.56,1956.48,3733.58,3049.61,2585.48,
91000000,0.8,3257.62,5968.41,5126.99,4506.52,1960.05,3730.61,3044.42,2582.97,
96000000,0.8,3264.04,5985.14,5124.04,4502.84,1956.98,3726.02,3040.18,2577.7,
