num_keys,load_factor,insert_1,find_1_100,find_1_50,find_1_0,insert_8,find_8_100,find_8_50,find_8_0,insert_16,find_16_100,find_16_50,find_16_0,insert_32,find_32_100,find_32_50,find_32_0,
1000000,0.8,1338.86,5714.44,4963.78,4028.2,2156.79,7061.03,5480.53,4569.11,2335.05,5831.42,4791.33,4220.06,2075.09,3629.16,3361.12,3188.42,
6000000,0.8,807.737,2464.73,2076.43,1636.4,1418.89,4124.1,3427.66,2916.58,1507.12,4286.71,3729.12,3330.82,1346.54,2414.19,2252.47,2120.46,
11000000,0.8,772.988,2327.19,1957.9,1541,1363.64,3901.94,3248.55,2764,1446.33,4099.2,3574.31,3193.64,1283.87,2336.43,2180.56,2052.71,
16000000,0.8,762.289,2280.76,1919.05,1509.04,1343.57,3830,3189.11,2714.02,1424.71,4021.62,3511.42,3138.12,1258.76,2307.2,2153.18,2028.07,
21000000,0.8,756.056,2258.65,1899.53,1493.82,1333.39,3792.91,3159.01,2688.55,1411.97,3983.36,3479.15,3109.55,1247.1,2294.2,2140.47,2015.19,
26000000,0.8,752.762,2245.5,1887.41,1485.15,1326.97,3770.64,3140.81,2672.99,1404.9,3957.02,3456.55,3089.56,1239.88,2285.14,2132.77,2007.45,
31000000,0.8,750.604,2237.04,1879.99,1478.16,1322.48,3755.94,3129.68,2663.52,1401.5,3940.27,3443.22,3079.38,1235.34,2279.34,2127.67,2003.67,
36000000,0.8,748.73,2231.1,1874.82,1474.29,1319.75,3746.28,3121.58,2656.69,1396.99,3928.24,3433.57,3071.27,1231.66,2275.41,2124.45,2000.62,
41000000,0.8,748.014,2225.77,1871.72,1470.8,1317.44,3738.04,3114.77,2651.1,1394.07,3917.98,3426.41,3065.1,1228.56,2271.32,2120.97,1997.68,
46000000,0.8,747.143,2222.83,1868.2,1468.75,1315.99,3732.64,3110.38,2647.18,1393.17,3909.99,3420.73,3059.59,1226.68,2268.68,2119.15,1995.89,
51000000,0.8,746.53,2220.65,1866.33,1467.28,1314.4,3728.24,3107.41,2645.12,1390.7,3906.81,3416.42,3055.97,1224.81,2267.15,2117.3,1994.41,
56000000,0.8,746.124,2219.06,1864.66,1465.95,1313.41,3724.65,3104.25,2642.71,1389.45,3901,3413.14,3054.1,1223.39,2265.08,2115.99,1993.55,
61000000,0.8,745.878,2217.29,1863.39,1464.62,1312.28,3720.56,3101.9,2641.43,1388.94,3897.08,3411.32,3051.54,1222.26,2264.34,2115.55,1992.85,
66000000,0.8,745.869,2216.46,1862.98,1463.85,1312.25,3718.64,3100.75,2640.18,1388.14,3892.64,3408.29,3049.8,1221.5,2263.2,2114.82,1992.61,
71000000,0.8,745.689,2215.14,1861.46,1463.12,1311.21,3716.46,3099.57,2638.97,1386.87,3890.12,3406.57,3048.15,1220.63,2261.59,2113.71,1991.69,
76000000,0.8,745.666,2214.57,1861.01,1462.61,1310.77,3714.94,3098.4,2637.86,1386.19,3887.56,3404.74,3047.29,1219.86,2261.14,2113,1991.34,
81000000,0.8,745.628,2214.22,1860.62,1462.03,1310.49,3713.86,3097.65,2638.02,1385.75,3885.51,3403.83,3046.42,1219.36,2261.12,2112.77,1990.92,
86000000,0.8,745.902,2213.82,1860.45,1461.97,1309.82,3712.07,3096.65,2637.06,1385.36,3884.03,3402.49,3046.09,1218.93,2260.65,2112.8,1991.26,
91000000,0.8,745.816,2213.93,1860.14,1461.58,1309.75,3711.42,3096.27,2636.91,1385.21,3881.88,3401.24,3045.47,1218.32,2259.6,2112.71,1991.23,
96000000,0.8,745.56,2213.64,1860.13,1461.69,1309.84,3711.24,3096.69,2637.19,1384.82,3881.28,3401.78,3045.38,1218.29,2258.83,2111.9,1990.91,
