num_keys,load_factor,insert_16,find_16_100,find_16_50,find_16_0,insert_32,find_32_100,find_32_50,find_32_0,
1000000,0.8,808.716,2038.77,1718.01,1495.5,781.287,1271.5,1039.87,883.55,
6000000,0.8,601.144,1725.62,1397.12,1180.81,580.28,1211.7,981.413,827.298,
11000000,0.8,587.432,1696.73,1369.47,1155.11,567.564,1204.74,974.756,821.204,
16000000,0.8,593.157,1671,1346.03,1133.85,592.97,1284.07,1038.9,874.804,
21000000,0.8,590.708,1666.07,1341.3,1129.04,590.218,1282.89,1037.79,873.8,
26000000,0.8,588.912,1662.37,1337.92,1126.1,588.633,1281.38,1036.39,872.689,
31000000,0.8,588.057,1660.04,1335.97,1124.6,587.584,1283.23,1037.43,873.292,
36000000,0.8,587.155,1658.08,1334.18,1122.88,586.457,1281.29,1035.62,871.41,
41000000,0.8,586.682,1658.35,1333.95,1122.22,586.151,1281.31,1036.05,872.176,
46000000,0.8,586.188,1657.45,1333.33,1121.66,585.8,1281.6,1035.6,871.49,
51000000,0.8,585.842,1656.59,1332.14,1120.62,585.302,1281.04,1035.57,871.52,
56000000,0.8,585.567,1655.84,1331.99,1120.32,584.773,1282.04,1036.29,872.339,
61000000,0.8,585.24,1655.29,1331.24,1119.94,584.593,1280.69,1034.98,871.361,
66000000,0.8,584.905,1654.16,1330.65,1119.45,584.301,1280.92,1034.75,871.184,
71000000,0.8,584.649,1654.75,1330.61,1119.35,584.094,1280.65,1034.78,871.136,
76000000,0.8,584.516,1654.92,1330.53,1119.28,583.738,1281.91,1035.84,872.066,
81000000,0.8,584.347,1654.28,1329.97,1118.61,583.576,1280.95,1034.75,871.348,
86000000,0.8,584.225,1653.72,1329.95,1118.77,583.47,1280.71,1034.62,871.087,
91000000,0.8,584.055,1653.47,1329.79,1118.6,583.413,1280.81,1034.77,871.167,
96000000,0.8,583.985,1653.74,1329.72,1118.35,583.061,1280.72,1035.09,871.436,
