num_keys,load_factor,insert_1,find_1_100,find_1_50,find_1_0,insert_8,find_8_100,find_8_50,find_8_0,insert_16,find_16_100,find_16_50,find_16_0,insert_32,find_32_100,find_32_50,find_32_0,
1000000,0.9,509.164,1557.28,1298.87,1053.47,812.67,2604.64,2003.87,1618.06,993.195,2503.02,1870.76,1521.64,1106.7,1616.59,1305.38,1116.13,
6000000,0.9,387.651,1082.34,896.91,721.424,625.174,1924.92,1456.01,1157.77,725.557,2069.05,1573.78,1283.69,787.453,1528.51,1233.74,1048.71,
11000000,0.9,379.006,1055.98,874.451,702.748,611.628,1879.53,1420.58,1128.95,706.797,2029.58,1544.43,1260.73,763.141,1519.56,1225.94,1041.5,
16000000,0.9,368.886,1028.71,851.379,683.602,608.438,1837.02,1384.61,1098.83,700.199,1996.29,1519.94,1240.25,763.752,1617.63,1305.95,1109.44,
21000000,0.9,367.512,1024.92,848.315,681.089,605.843,1828.91,1378.37,1093.8,696.61,1990.06,1514.86,1236.61,759.179,1616.9,1304.88,1108.42,
26000000,0.9,366.904,1022.71,846.402,679.43,604.535,1825.11,1375.21,1090.94,694.618,1984.75,1511.87,1233.97,756.424,1615.2,1303.67,1107.35,
31000000,0.9,366.398,1021.24,845.131,678.378,603.604,1821.68,1373.05,1089.46,693.087,1981.39,1509.24,1232.25,754.506,1615.74,1304.56,1107.88,
36000000,0.9,366.104,1020.18,844.264,677.7,603.02,1819.56,1371.29,1087.86,692.213,1979.2,1507.59,1230.75,753.13,1615.34,1303.98,1107.66,
41000000,0.9,366.076,1019.75,843.806,677.159,602.491,1818.59,1370.08,1086.87,691.386,1978.89,1508.05,1230.51,752.253,1614.27,1302.98,1107.28,
46000000,0.9,366.061,1019.41,843.537,676.894,602.317,1818.05,1369.84,1086.69,691.021,1978.32,1507.28,1230.62,751.655,1616.08,1304.79,1108.79,
51000000,0.9,366.087,1018.82,843.058,676.449,602.034,1816.47,1368.58,1085.72,690.665,1977.15,1506.53,1229.81,750.922,1614.04,1303.74,1107.91,
56000000,0.9,366.098,1018.7,842.909,676.323,601.741,1815.85,1368.21,1085.25,690.193,1976.82,1506.61,1229.73,750.464,1615.08,1304.25,1108.34,
61000000,0.9,366.161,1018.66,842.906,676.223,601.505,1815.9,1368.01,1085.13,689.886,1975.25,1505.92,1229.6,749.913,1615.02,1304.38,1108.37,
66000000,0.9,366.164,1018.52,842.88,676.147,601.317,1815.14,1368,1085.23,689.523,1973.92,1505.03,1228.9,749.541,1614.09,1303.63,1108.11,
71000000,0.9,366.252,1018.65,842.854,676.08,601.259,1815.6,1368.4,1085.19,689.08,1975.11,1505.97,1229.65,749.281,1614.9,1304.67,1109.29,
76000000,0.9,366.327,1018.39,842.833,676.061,601.138,1815.54,1368.13,1085.47,689.155,1975.35,1506.01,1229.69,748.818,1615.82,1305.81,1110.01,
81000000,0.9,366.451,1018.4,842.73,675.938,601.181,1814.54,1368,1084.93,689.011,1974.59,1505.98,1229.8,748.766,1613.67,1304.28,1109.16,
86000000,0.9,366.727,1018.6,842.843,675.948,600.971,1814.61,1367.95,1085.05,688.895,1973.97,1506.07,1229.75,748.343,1614.44,1304.7,1109.29,
91000000,0.9,366.694,1018.71,843.003,676.073,600.871,1814.85,1368.04,1085.45,688.729,1973.83,1505.6,1229.69,748.333,1614.53,1305.03,1109.17,
96000000,0.9,366.957,1018.75,843.031,676.029,601.004,1815.13,1368.27,1085.26,688.76,1974.32,1506.42,1230.09,748.105,1613.61,1304.68,1109.39,
