num_keys,load_factor,insert_16,find_16_100,find_16_50,find_16_0,insert_32,find_32_100,find_32_50,find_32_0,
1000000,0.9,-1,-1,-1,-1,1570.75,2931.08,2486.79,2179.87,
6000000,0.9,-6,-6,-6,-6,949.471,1855.23,1514.52,1283.23,
11000000,0.9,-11,-11,-11,-11,903.116,1791.74,1458.61,1233.32,
16000000,0.9,-16,-16,-16,-16,886.514,1768.8,1438.19,1214.91,
21000000,0.9,-21,-21,-21,-21,877.838,1756.71,1427.46,1205.33,
26000000,0.9,-26,-26,-26,-26,872.64,1749.33,1421.11,1199.62,
31000000,0.9,-31,-31,-31,-31,869.109,1745.43,1417.6,1196.59,
36000000,0.9,-36,-36,-36,-36,866.502,1741.77,1414.24,1193.66,
41000000,0.9,-41,-41,-41,-41,864.476,1738.77,1411.71,1191.23,
46000000,0.9,-46,-46,-46,-46,863.032,1736.91,1409.76,1189.6,
51000000,0.9,-51,-51,-51,-51,861.763,1735.04,1408.3,1188.16,
56000000,0.9,-56,-56,-56,-56,860.752,1733.93,1407.08,1187.05,
61000000,0.9,-61,-61,-61,-61,859.935,1733.26,1406.69,1186.73,
66000000,0.9,-66,-66,-66,-66,859.151,1732.07,1405.7,1185.92,
71000000,0.9,-71,-71,-71,-71,858.866,1731.27,1404.66,1184.95,
76000000,0.9,-76,-76,-76,-76,858.617,1730.47,1403.97,1184.42,
81000000,0.9,-81,-81,-81,-81,857.708,1729.51,1403.35,1183.81,
86000000,0.9,-86,-86,-86,-86,857.069,1729.39,1403.23,1183.85,
91000000,0.9,-91,-91,-91,-91,856.966,1728.83,1402.95,1183.55,
96000000,0.9,-96,-96,-96,-96,856.599,1728.45,1402.22,1182.78,
