num_keys,load_factor,insert_16_20,find_16_20_100,find_16_20_50,find_16_20_0,insert_16_40,find_16_40_100,find_16_40_50,find_16_40_0,insert_16_60,find_16_60_100,find_16_60_50,find_16_60_0,insert_16_80,find_16_80_100,find_16_80_50,find_16_80_0,insert_32_20,find_32_20_100,find_32_20_50,find_32_20_0,insert_32_40,find_32_40_100,find_32_40_50,find_32_40_0,insert_32_60,find_32_60_100,find_32_60_50,find_32_60_0,insert_32_80,find_32_80_100,find_32_80_50,find_32_80_0,
1000000,0.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1344.28,2259.52,1926.16,1847.1,1466.7,2546.45,1925.78,1847.45,1636.43,3010.37,2058.96,1847.45,1830.97,3564.1,2295.09,1846.75,
6000000,0.9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,919.525,1420.32,1185.94,1127.08,1038.35,1636.24,1186.93,1127.17,1224.63,1996.18,1279.26,1126.98,1447.29,2463.47,1450.74,1127.21,
11000000,0.9,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,877.198,1355.22,1128.63,1071.44,987.63,1562.52,1128.91,1071.41,1159.41,1909.15,1218.35,1071.17,1364.78,2360.71,1382.27,1071.26,
16000000,0.9,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,860.713,1331.33,1107.92,1051.12,967.804,1535.34,1108.38,1051.08,1134,1876.58,1196.24,1050.99,1331.44,2320.21,1357.47,1050.94,
21000000,0.9,-21,-21,-21,-21,-21,-21,-21,-21,-21,-21,-21,-21,-21,-21,-21,-21,852.524,1319.17,1097.07,1040.54,958.048,1521.41,1097.48,1040.43,1121.11,1860.05,1184.98,1040.44,1314.33,2301.43,1344.77,1040.49,
26000000,0.9,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,847.487,1311.46,1090.32,1034.03,951.817,1512.99,1090.9,1033.94,1113.28,1850.13,1177.89,1033.94,1304.6,2290.19,1336.88,1034.03,
31000000,0.9,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,844.207,1306.36,1086.07,1029.69,949.213,1507.17,1086.63,1029.86,1107.99,1843.32,1173.29,1029.83,1296.93,2281.48,1331.84,1029.74,
36000000,0.9,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,841.907,1302.79,1082.67,1026.59,944.762,1502.92,1083.15,1026.54,1104.19,1838.21,1169.87,1026.58,1292.16,2275.6,1327.8,1026.5,
41000000,0.9,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,839.903,1300.03,1080.15,1024.12,942.348,1499.77,1080.68,1024.15,1100.94,1834.37,1167.13,1024.09,1289.03,2271.24,1324.88,1024.12,
46000000,0.9,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,838.425,1297.82,1078.32,1022.16,940.615,1497.57,1078.74,1022.27,1098.73,1831.89,1165.27,1022.23,1285.01,2268.08,1322.7,1022.26,
